School,Program,Result,Result_Date,GPA,Verbal_GRE,Quant_GRE,Writing_GRE,Subject_GRE,Status,Submit_Date,Result_Day,Result_Month,Result_Year,Submit_Day,Submit_Month,Submit_Year,Degree_Type
University Of Connecticut,"Statistics, PhD (F12)",Accepted,29 Feb 2012,,,,,,,29 Feb 2012,29,Feb,2012,29,Feb,2012,Phd
U Of Pitt,"Statistics, Masters (F12)",Accepted,27 Feb 2012,,,,,,,29 Feb 2012,27,Feb,2012,29,Feb,2012,Masters
The University Of Akron,"Statistics, Masters (F12)",Accepted,8 Dec 2011,,,,,,,29 Feb 2012,8,Dec,2011,29,Feb,2012,Masters
Penn State University,"Statistics, PhD (F12)",Rejected,24 Feb 2012,,,,,,,28 Feb 2012,24,Feb,2012,28,Feb,2012,Phd
University Of South Carolina,"Statistics, PhD (F12)",Accepted,27 Feb 2012,,,,,,,28 Feb 2012,27,Feb,2012,28,Feb,2012,Phd
University Of South Carolina,"Statistics, PhD (F12)",Accepted,27 Feb 2012,,,,,,,28 Feb 2012,27,Feb,2012,28,Feb,2012,Phd
UC Berkeley,"Statistics, PhD (F12)",Rejected,27 Feb 2012,3.8500000000000001,160.0,168.0,4.5,,A,27 Feb 2012,27,Feb,2012,27,Feb,2012,Phd
UC Berkeley,"Statistics, PhD (F12)",Rejected,27 Feb 2012,3.8500000000000001,750.0,800.0,4.0,,A,27 Feb 2012,27,Feb,2012,27,Feb,2012,Phd
Harvard University,"Statistics, PhD (F12)",Rejected,27 Feb 2012,,,,,,,27 Feb 2012,27,Feb,2012,27,Feb,2012,Phd
UC Berkeley,"Statistics, PhD (F12)",Rejected,27 Feb 2012,,,,,,,27 Feb 2012,27,Feb,2012,27,Feb,2012,Phd
UC Berkeley,"Statistics, PhD (F12)",Rejected,27 Feb 2012,3.9900000000000002,720.0,800.0,3.5,,U,27 Feb 2012,27,Feb,2012,27,Feb,2012,Phd
UIUC,"Statistics, PhD (F12)",Rejected,27 Feb 2012,,,,,,,27 Feb 2012,27,Feb,2012,27,Feb,2012,Phd
UC Berkeley,"Statistics, PhD (F12)",Rejected,27 Feb 2012,,,,,,,27 Feb 2012,27,Feb,2012,27,Feb,2012,Phd
Baylor University,"Statistics, PhD (F12)",Rejected,27 Feb 2012,,,,,,,27 Feb 2012,27,Feb,2012,27,Feb,2012,Phd
University Of Toronto,"Statistics, Masters (F12)",Rejected,27 Feb 2012,,,,,,,27 Feb 2012,27,Feb,2012,27,Feb,2012,Masters
Katholieke Universiteit Leuven,"Statistics, Masters (F12)",Accepted,24 Feb 2012,,,,,,,27 Feb 2012,24,Feb,2012,27,Feb,2012,Masters
Harvard University,"Applied  Statistics, Masters (F12)",Accepted,26 Feb 2012,,,,,,,26 Feb 2012,26,Feb,2012,26,Feb,2012,Masters
UIUC,"Statistics, Masters (F12)",Accepted,23 Feb 2012,,,,,,,25 Feb 2012,23,Feb,2012,25,Feb,2012,Masters
Penn State University,"Statistics, Masters (F12)",Rejected,25 Feb 2012,,,,,,,25 Feb 2012,25,Feb,2012,25,Feb,2012,Masters
UIUC,"Statistics, PhD (F12)",Accepted,25 Feb 2012,,162.0,170.0,4.5,,I,25 Feb 2012,25,Feb,2012,25,Feb,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,24 Feb 2012,,,,,,,24 Feb 2012,24,Feb,2012,24,Feb,2012,Phd
Penn State University,"Statistics, Masters (F12)",Rejected,24 Feb 2012,3.6000000000000001,720.0,790.0,3.5,,I,24 Feb 2012,24,Feb,2012,24,Feb,2012,Masters
"University Of California, Santa Cruz","Statistics, Masters (F12)",Accepted,24 Feb 2012,,,,,,,24 Feb 2012,24,Feb,2012,24,Feb,2012,Masters
"University Of California, Santa Cruz","Statistics, PhD (F12)",Rejected,24 Feb 2012,,,,,,,24 Feb 2012,24,Feb,2012,24,Feb,2012,Phd
"University Of California, Santa Cruz","Statistics, PhD (S12)",Rejected,24 Feb 2012,,,,,,,24 Feb 2012,24,Feb,2012,24,Feb,2012,Phd
Iowa State,"Statistics, Masters (F12)",Rejected,24 Feb 2012,3.7000000000000002,640.0,800.0,4.0,,I,24 Feb 2012,24,Feb,2012,24,Feb,2012,Masters
Harvard University,"Statistics, Masters (F12)",Rejected,24 Feb 2012,,,,,,,24 Feb 2012,24,Feb,2012,24,Feb,2012,Masters
Duke,"Statistics (Statistical Science), PhD (F12)",Accepted,23 Feb 2012,3.8399999999999999,168.0,165.0,4.5,,A,23 Feb 2012,23,Feb,2012,23,Feb,2012,Phd
Washington State University,"Statistics, Masters (F12)",Accepted,23 Feb 2012,,,,,,,23 Feb 2012,23,Feb,2012,23,Feb,2012,Masters
University Of Chicago,"Statistics, Masters (F12)",Accepted,21 Feb 2012,,,,,,,22 Feb 2012,21,Feb,2012,22,Feb,2012,Masters
Rice University,"Statistics, PhD (F12)",Accepted,22 Feb 2012,,,,,,,22 Feb 2012,22,Feb,2012,22,Feb,2012,Phd
Harvard University,"Applied  Statistics, Masters (F12)",Rejected,22 Feb 2012,,,,,,,22 Feb 2012,22,Feb,2012,22,Feb,2012,Masters
University Of Chicago,"Statistics, Masters (F12)",Accepted,21 Feb 2012,,,,,,,22 Feb 2012,21,Feb,2012,22,Feb,2012,Masters
University Of Connecticut,"Statistics, PhD (F12)",Accepted,21 Feb 2012,,,,,,,22 Feb 2012,21,Feb,2012,22,Feb,2012,Phd
Virginia Tech,"Statistics, Masters (F12)",Rejected,7 Feb 2012,,,,,,,22 Feb 2012,7,Feb,2012,22,Feb,2012,Masters
Harvard University,"Statistics, Masters (F12)",Accepted,22 Feb 2012,,,,,,,22 Feb 2012,22,Feb,2012,22,Feb,2012,Masters
University Of Toronto,"Statistics, Masters (F12)",Accepted,21 Feb 2012,3.9900000000000002,790.0,670.0,3.5,,,21 Feb 2012,21,Feb,2012,21,Feb,2012,Masters
Cornell University,"Statistics, PhD (F12)",Accepted,17 Feb 2012,,164.0,169.0,4.5,,I,19 Feb 2012,17,Feb,2012,19,Feb,2012,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Accepted,15 Feb 2012,,,,,,,18 Feb 2012,15,Feb,2012,18,Feb,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,14 Feb 2012,,,,,,,18 Feb 2012,14,Feb,2012,18,Feb,2012,Phd
Harvard University,"Statistics, PhD (F12)",Rejected,18 Feb 2012,3.8999999999999999,680.0,800.0,4.5,,A,18 Feb 2012,18,Feb,2012,18,Feb,2012,Phd
Harvard University,"Statistics, PhD (F12)",Rejected,17 Feb 2012,,,,,,,18 Feb 2012,17,Feb,2012,18,Feb,2012,Phd
Stanford University,"Applied  Statistics, PhD (F12)",Rejected,15 Feb 2012,,,,,,,17 Feb 2012,15,Feb,2012,17,Feb,2012,Phd
Cornell University,"Statistics, PhD (F12)",Accepted,16 Feb 2012,3.6000000000000001,159.0,170.0,5.5,,A,16 Feb 2012,16,Feb,2012,16,Feb,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,15 Feb 2012,,,,,,,16 Feb 2012,15,Feb,2012,16,Feb,2012,Phd
Stanford University,"Statistics, PhD (F12)",Rejected,15 Feb 2012,,,,,,,16 Feb 2012,15,Feb,2012,16,Feb,2012,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Accepted,16 Feb 2012,,,,,,,16 Feb 2012,16,Feb,2012,16,Feb,2012,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Accepted,13 Feb 2012,,,,,,,16 Feb 2012,13,Feb,2012,16,Feb,2012,Phd
University Of Pennsylvania,"Statistics, PhD (F12)",Accepted,27 Jan 2012,,,,,,,16 Feb 2012,27,Jan,2012,16,Feb,2012,Phd
University Of Georgia,"Statistics, PhD (F12)",Rejected,16 Feb 2012,,,,,,,16 Feb 2012,16,Feb,2012,16,Feb,2012,Phd
University Of Washington,"Applied  Statistics, Masters (F12)",Accepted,15 Feb 2012,,,,,,,15 Feb 2012,15,Feb,2012,15,Feb,2012,Masters
Duke,"Statistics, PhD (F12)",Rejected,15 Feb 2012,,,,,,,15 Feb 2012,15,Feb,2012,15,Feb,2012,Phd
Duke,"Statistics, PhD (S12)",Rejected,15 Feb 2012,3.6800000000000002,161.0,161.0,5.0,,A,15 Feb 2012,15,Feb,2012,15,Feb,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,15 Feb 2012,,,,,,,15 Feb 2012,15,Feb,2012,15,Feb,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,15 Feb 2012,,,,,,,15 Feb 2012,15,Feb,2012,15,Feb,2012,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Accepted,6 Feb 2012,,,,,,,15 Feb 2012,6,Feb,2012,15,Feb,2012,Phd
Stanford University,"Statistics, PhD (F12)",Rejected,14 Feb 2012,4.0,720.0,800.0,3.5,,U,15 Feb 2012,14,Feb,2012,15,Feb,2012,Phd
Stanford University,"Statistics, PhD (F12)",Rejected,14 Feb 2012,,,,,,,15 Feb 2012,14,Feb,2012,15,Feb,2012,Phd
Stanford University,"Statistics, PhD (F12)",Rejected,14 Feb 2012,,,,,,,14 Feb 2012,14,Feb,2012,14,Feb,2012,Phd
Stanford University,"Statistics, PhD (F12)",Rejected,14 Feb 2012,3.5099999999999998,162.0,167.0,4.0,840.0,A,14 Feb 2012,14,Feb,2012,14,Feb,2012,Phd
Stanford University,"Statistics, PhD (F12)",Rejected,14 Feb 2012,,,,,,,14 Feb 2012,14,Feb,2012,14,Feb,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,14 Feb 2012,,,,,,,14 Feb 2012,14,Feb,2012,14,Feb,2012,Phd
Duke,"Statistics, PhD (F12)",Rejected,14 Feb 2012,3.8999999999999999,660.0,800.0,5.0,,A,14 Feb 2012,14,Feb,2012,14,Feb,2012,Phd
Stanford University,"Statistics, PhD (F12)",Accepted,13 Feb 2012,3.8500000000000001,750.0,800.0,4.0,810.0,A,14 Feb 2012,13,Feb,2012,14,Feb,2012,Phd
Stanford University,"Statistics, PhD (F12)",Accepted,14 Feb 2012,,,,,,,14 Feb 2012,14,Feb,2012,14,Feb,2012,Phd
Stanford University,"Statistics, PhD (F12)",Accepted,14 Feb 2012,3.8500000000000001,144.0,166.0,3.5,870.0,I,14 Feb 2012,14,Feb,2012,14,Feb,2012,Phd
Yale,"Statistics, Masters (F12)",Rejected,9 Feb 2012,,,,,,,14 Feb 2012,9,Feb,2012,14,Feb,2012,Masters
Harvard University,"Statistics, Masters (F12)",Rejected,13 Feb 2012,3.77,670.0,800.0,3.0,720.0,U,13 Feb 2012,13,Feb,2012,13,Feb,2012,Masters
"University Of Wisconsin, Madison","Statistics, PhD (F12)",Rejected,13 Feb 2012,,,,,,,13 Feb 2012,13,Feb,2012,13,Feb,2012,Phd
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F12)",Accepted,10 Feb 2012,3.6899999999999999,720.0,780.0,3.0,,I,13 Feb 2012,10,Feb,2012,13,Feb,2012,Masters
Yale,"Statistics, Masters (F12)",Rejected,7 Feb 2012,,,,,,,11 Feb 2012,7,Feb,2012,11,Feb,2012,Masters
University Of Georgia,"Research, Evaluation, Measurement, And Statistics, Masters (F12)",Accepted,11 Feb 2012,,,,,,,11 Feb 2012,11,Feb,2012,11,Feb,2012,Masters
"University Of California, Davis","Statistics, PhD (F12)",Accepted,11 Feb 2012,,,,,,,11 Feb 2012,11,Feb,2012,11,Feb,2012,Phd
"University Of California, Davis","Statistics, PhD (F12)",Accepted,11 Feb 2012,,,,,,,11 Feb 2012,11,Feb,2012,11,Feb,2012,Phd
Bowling Green State University,"Statistics, PhD (F12)",Accepted,10 Feb 2012,,,,,,,10 Feb 2012,10,Feb,2012,10,Feb,2012,Phd
Harvard University,"Statistics, PhD (F12)",Rejected,9 Feb 2012,,,,,,,10 Feb 2012,9,Feb,2012,10,Feb,2012,Phd
University Of Iowa,"Statistics, PhD (F12)",Rejected,9 Feb 2012,,,,,,,10 Feb 2012,9,Feb,2012,10,Feb,2012,Phd
Yale,"Applied  Statistics, Masters (F12)",Rejected,10 Feb 2012,,,,,,,10 Feb 2012,10,Feb,2012,10,Feb,2012,Masters
Yale,"Applied  Statistics, Masters (F12)",Rejected,9 Feb 2012,,,,,,,10 Feb 2012,9,Feb,2012,10,Feb,2012,Masters
Yale,"Statistics, Masters (F12)",Rejected,10 Feb 2012,,,,,,,10 Feb 2012,10,Feb,2012,10,Feb,2012,Masters
Yale,"Statistics, PhD (F12)",Rejected,10 Feb 2012,,,,,,,10 Feb 2012,10,Feb,2012,10,Feb,2012,Phd
Yale,"Statistics, Masters (F12)",Rejected,9 Feb 2012,,,,,,,10 Feb 2012,9,Feb,2012,10,Feb,2012,Masters
Yale,"Applied  Statistics, Masters (F12)",Rejected,10 Feb 2012,,,,,,,9 Feb 2012,10,Feb,2012,9,Feb,2012,Masters
Yale,"Statistics, Masters (F12)",Rejected,9 Feb 2012,,,,,,,9 Feb 2012,9,Feb,2012,9,Feb,2012,Masters
Yale,"Statistics, Masters (F12)",Rejected,9 Feb 2012,,,,,,,9 Feb 2012,9,Feb,2012,9,Feb,2012,Masters
Yale,"Statistics, Masters (F12)",Accepted,8 Feb 2012,,,,,,,9 Feb 2012,8,Feb,2012,9,Feb,2012,Masters
"University Of Wisconsin, Madison","Applied  Statistics, Masters (F12)",Rejected,1 Feb 2012,,,,,,,9 Feb 2012,1,Feb,2012,9,Feb,2012,Masters
University Of Notre Dame,"AMSC (Applied Mathematics, Statistics, Computation), PhD (F12)",Accepted,8 Feb 2012,3.3999999999999999,170.0,168.0,4.5,,A,8 Feb 2012,8,Feb,2012,8,Feb,2012,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F12)",Accepted,5 Feb 2012,,,,,,,8 Feb 2012,5,Feb,2012,8,Feb,2012,Phd
Yale,"Applied  Statistics, Masters (F12)",Accepted,7 Feb 2012,,,,,,,8 Feb 2012,7,Feb,2012,8,Feb,2012,Masters
Yale,"Statistics, Masters (F12)",Accepted,7 Feb 2012,,,,,,,8 Feb 2012,7,Feb,2012,8,Feb,2012,Masters
Yale,"Statistics, PhD (F12)",Accepted,6 Feb 2012,,,,,,,7 Feb 2012,6,Feb,2012,7,Feb,2012,Phd
NCSU,"Statistics, PhD (F12)",Accepted,6 Feb 2012,3.8500000000000001,160.0,168.0,4.5,,A,7 Feb 2012,6,Feb,2012,7,Feb,2012,Phd
Carnegie Mellon,"Statistics, PhD (F12)",Rejected,3 Feb 2012,,,,,,,7 Feb 2012,3,Feb,2012,7,Feb,2012,Phd
Yale,"Statistics, Masters (F12)",Accepted,7 Feb 2012,3.6299999999999999,165.0,163.0,4.5,,A,7 Feb 2012,7,Feb,2012,7,Feb,2012,Masters
"University Of Wisconsin, Madison","Statistics, PhD (F12)",Accepted,7 Feb 2012,,630.0,790.0,5.0,,A,7 Feb 2012,7,Feb,2012,7,Feb,2012,Phd
Yale,"Statistics, PhD (F12)",Accepted,6 Feb 2012,,,,,,,7 Feb 2012,6,Feb,2012,7,Feb,2012,Phd
Yale,"Statistics, PhD (F12)",Accepted,6 Feb 2012,,,,,,,6 Feb 2012,6,Feb,2012,6,Feb,2012,Phd
University Of Chicago,"Statistics, PhD (F12)",Accepted,4 Feb 2012,,154.0,164.0,4.0,,I,5 Feb 2012,4,Feb,2012,5,Feb,2012,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F12)",Accepted,3 Feb 2012,,,,,,,5 Feb 2012,3,Feb,2012,5,Feb,2012,Phd
"University Of Wisconsin, Madison","Statistics, Masters (F12)",Accepted,4 Feb 2012,,,,,,,5 Feb 2012,4,Feb,2012,5,Feb,2012,Masters
"University Of Wisconsin, Madison","Statistics, PhD (F12)",Accepted,5 Feb 2012,,,,,,,5 Feb 2012,5,Feb,2012,5,Feb,2012,Phd
University Of Chicago,"Statistics, PhD (F12)",Accepted,4 Feb 2012,3.8799999999999999,155.0,169.0,4.5,,I,4 Feb 2012,4,Feb,2012,4,Feb,2012,Phd
University Of Chicago,"Statistics, PhD (F12)",Accepted,4 Feb 2012,3.8399999999999999,166.0,170.0,4.5,860.0,U,4 Feb 2012,4,Feb,2012,4,Feb,2012,Phd
Carnegie Mellon,"Statistics, PhD (F12)",Rejected,3 Feb 2012,,,,,,,4 Feb 2012,3,Feb,2012,4,Feb,2012,Phd
UC Berkeley,"Statistics, PhD (F12)",Accepted,4 Feb 2012,3.8399999999999999,166.0,179.0,4.5,860.0,U,4 Feb 2012,4,Feb,2012,4,Feb,2012,Phd
Carnegie Mellon,"Statistics, PhD (F12)",Rejected,3 Feb 2012,,,,,,,3 Feb 2012,3,Feb,2012,3,Feb,2012,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F12)",Accepted,3 Feb 2012,,,,,,,3 Feb 2012,3,Feb,2012,3,Feb,2012,Phd
Carnegie Mellon,"Statistics, PhD (F12)",Rejected,3 Feb 2012,,,,,,,3 Feb 2012,3,Feb,2012,3,Feb,2012,Phd
Iowa State,"Statistics, PhD (F12)",Accepted,27 Jan 2012,,,,,,,2 Feb 2012,27,Jan,2012,2,Feb,2012,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F12)",Accepted,2 Feb 2012,,650.0,800.0,4.0,900.0,I,2 Feb 2012,2,Feb,2012,2,Feb,2012,Phd
"University Of Wisconsin, Madison","Statistics, Masters (F12)",Rejected,1 Feb 2012,,,,,,,2 Feb 2012,1,Feb,2012,2,Feb,2012,Masters
"University Of Wisconsin, Madison","Statistics, PhD (F12)",Rejected,1 Feb 2012,,,,,,,1 Feb 2012,1,Feb,2012,1,Feb,2012,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F12)",Rejected,1 Feb 2012,,,,,,,1 Feb 2012,1,Feb,2012,1,Feb,2012,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F12)",Rejected,1 Feb 2012,,,,,,,1 Feb 2012,1,Feb,2012,1,Feb,2012,Phd
"University Of Wisconsin, Madison","Statistics, Masters (F12)",Accepted,1 Feb 2012,,,,,,,1 Feb 2012,1,Feb,2012,1,Feb,2012,Masters
NCSU,"Statistics, PhD (F12)",Accepted,31 Jan 2012,3.6800000000000002,161.0,161.0,5.0,,A,31 Jan 2012,31,Jan,2012,31,Jan,2012,Phd
Oxford,"Applied  Statistics, Masters (F12)",Rejected,27 Jan 2012,,,,,,,27 Jan 2012,27,Jan,2012,27,Jan,2012,Masters
University Of Minnesota,"Statistics, Masters (F12)",Rejected,27 Jan 2012,,,,,,,27 Jan 2012,27,Jan,2012,27,Jan,2012,Masters
Iowa State,"Statistics, PhD (F12)",Accepted,26 Jan 2012,,,,,,,26 Jan 2012,26,Jan,2012,26,Jan,2012,Phd
Harvard University,"Statistics, Masters (F12)",Accepted,24 Jan 2012,,,,,,,24 Jan 2012,24,Jan,2012,24,Jan,2012,Masters
Baylor University,"Statistics, PhD (F12)",Accepted,9 Jan 2012,,,,,,,17 Jan 2012,9,Jan,2012,17,Jan,2012,Phd
Oxford,"Applied Statistics, Masters (F12)",Accepted,13 Jan 2012,,,,,,,13 Jan 2012,13,Jan,2012,13,Jan,2012,Masters
Rutgers,"Statistics, Masters (S12)",Accepted,3 Dec 2011,2.7999999999999998,680.0,800.0,4.5,800.0,U,3 Dec 2011,3,Dec,2011,3,Dec,2011,Masters
Columbia University,"Statistics, Masters (S12)",Accepted,18 Nov 2011,3.3999999999999999,800.0,720.0,4.0,,U,18 Nov 2011,18,Nov,2011,18,Nov,2011,Masters
University Of Western Ontario,"Statistics, PhD (F11)",Rejected,5 Nov 2011,,,,,,,12 May 2011,5,Nov,2011,12,May,2011,Phd
American University,"Applied Statistics, Masters (F11)",Accepted,2 May 2011,,,,,,,5 May 2011,2,May,2011,5,May,2011,Masters
Columbia University,"Statistics, PhD (F11)",Rejected,4 May 2011,,,,,,,4 May 2011,4,May,2011,4,May,2011,Phd
Columbia University,"Statistics, PhD (F11)",Rejected,4 May 2011,,,,,,,4 May 2011,4,May,2011,4,May,2011,Phd
Ohio State University,"Statistics, Masters (F11)",Rejected,4 May 2011,,,,,,,4 May 2011,4,May,2011,4,May,2011,Masters
Colorado State University,"Statistics, PhD (F11)",Rejected,3 May 2011,,,,,,,3 May 2011,3,May,2011,3,May,2011,Phd
University Of Manitoba,"Statistics, Masters (F11)",Rejected,1 May 2011,,,,,,,1 May 2011,1,May,2011,1,May,2011,Masters
University Of Chicago,"Statistics MS, Masters (F11)",Rejected,27 Apr 2011,,,,,,,28 Apr 2011,27,Apr,2011,28,Apr,2011,Masters
Syracuse University,"Applied Statistics, Masters (F11)",Rejected,26 Apr 2011,,,,,,,26 Apr 2011,26,Apr,2011,26,Apr,2011,Masters
University Of Chicago,"Statistics, Masters (F11)",Rejected,14 Apr 2011,,,,,,,14 Apr 2011,14,Apr,2011,14,Apr,2011,Masters
University Of Chicago,"Statistics, Masters (F11)",Rejected,14 Apr 2011,3.6099999999999999,800.0,470.0,3.0,,I,14 Apr 2011,14,Apr,2011,14,Apr,2011,Masters
University Of Alberta,"Statistics, PhD (F11)",Accepted,8 Apr 2011,,,,,,,13 Apr 2011,8,Apr,2011,13,Apr,2011,Phd
University Of Chicago,"Master Of Statistics, Masters (F11)",Accepted,13 Apr 2011,,,,,,,13 Apr 2011,13,Apr,2011,13,Apr,2011,Masters
Oregon State University,"Statistics, Masters (F11)",Rejected,11 Apr 2011,,,,,,,13 Apr 2011,11,Apr,2011,13,Apr,2011,Masters
University Of Alberta,"Applied Statistics, Masters (F11)",Accepted,1 Apr 2011,,,,,,,13 Apr 2011,1,Apr,2011,13,Apr,2011,Masters
Colorado State University,"Statistics, PhD (F11)",Accepted,8 Apr 2011,,,,,,,13 Apr 2011,8,Apr,2011,13,Apr,2011,Phd
Cornell University,"MPS Program In Applied Statistics, Masters (F11)",Accepted,12 Apr 2011,,,,,,,12 Apr 2011,12,Apr,2011,12,Apr,2011,Masters
Colorado State University,"Statistics, Masters (F11)",Accepted,12 Apr 2011,,,,,,,12 Apr 2011,12,Apr,2011,12,Apr,2011,Masters
University Of Florida,"Statistics, Masters (F11)",Accepted,11 Apr 2011,,,,,,,11 Apr 2011,11,Apr,2011,11,Apr,2011,Masters
NCSU,"Statistics, Masters (F11)",Rejected,11 Apr 2011,,,,,,,11 Apr 2011,11,Apr,2011,11,Apr,2011,Masters
"University Of Michigan, Ann Arbor","Statistics, PhD (F11)",Rejected,1 Mar 2011,,,,,,,10 Apr 2011,1,Mar,2011,10,Apr,2011,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (S11)",Rejected,1 Mar 2011,,,,,,,10 Apr 2011,1,Mar,2011,10,Apr,2011,Phd
Georgia Tech,"Statistics, PhD (F11)",Rejected,7 Apr 2011,,,,,,,7 Apr 2011,7,Apr,2011,7,Apr,2011,Phd
Ohio State University,"Statistics, PhD (F11)",Accepted,7 Apr 2011,,,,,,,7 Apr 2011,7,Apr,2011,7,Apr,2011,Phd
Rice University,"Statistics, PhD (F11)",Rejected,7 Apr 2011,,,,,,,7 Apr 2011,7,Apr,2011,7,Apr,2011,Phd
Iowa State,"Statistics, PhD (F11)",Rejected,7 Apr 2011,,,,,,,7 Apr 2011,7,Apr,2011,7,Apr,2011,Phd
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F11)",Accepted,6 Apr 2011,,,,,,,6 Apr 2011,6,Apr,2011,6,Apr,2011,Masters
University Of North Carolina At Chapel Hill,"Statistics, Masters (F11)",Accepted,2 Apr 2011,3.8100000000000001,800.0,590.0,4.5,,I,6 Apr 2011,2,Apr,2011,6,Apr,2011,Masters
George Washington University,"Statistics, PhD (F11)",Accepted,1 Apr 2011,,,,,,,6 Apr 2011,1,Apr,2011,6,Apr,2011,Phd
Iowa State,"Statistics, Masters (F11)",Rejected,6 Apr 2011,3.7000000000000002,710.0,800.0,3.5,880.0,I,6 Apr 2011,6,Apr,2011,6,Apr,2011,Masters
"University Of Michigan, Ann Arbor","Statistics, PhD (F11)",Rejected,5 Apr 2011,,,,,,,6 Apr 2011,5,Apr,2011,6,Apr,2011,Phd
Iowa State,"Statistics, Masters (F11)",Rejected,6 Apr 2011,,,,,,,6 Apr 2011,6,Apr,2011,6,Apr,2011,Masters
University Of Chicago,"Statistics, PhD (F11)",Rejected,6 Apr 2011,,,,,,,6 Apr 2011,6,Apr,2011,6,Apr,2011,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F11)",Rejected,5 Apr 2011,,,,,,,5 Apr 2011,5,Apr,2011,5,Apr,2011,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F11)",Rejected,5 Apr 2011,3.7400000000000002,550.0,800.0,4.5,,U,5 Apr 2011,5,Apr,2011,5,Apr,2011,Phd
University Of Chicago,"Statistics, Masters (F11)",Accepted,28 Mar 2011,3.8999999999999999,720.0,800.0,4.5,,A,5 Apr 2011,28,Mar,2011,5,Apr,2011,Masters
University Of Alberta,"Statistics, PhD (F11)",Rejected,1 Apr 2011,,,,,,,5 Apr 2011,1,Apr,2011,5,Apr,2011,Phd
Iowa State,"Statistics, Masters (F11)",Rejected,4 Apr 2011,,,,,,,5 Apr 2011,4,Apr,2011,5,Apr,2011,Masters
Purdue University,"Statistics, PhD (F11)",Rejected,5 Apr 2011,,,,,,,5 Apr 2011,5,Apr,2011,5,Apr,2011,Phd
Cornell University,"MPS Statistics, Masters (F11)",Rejected,4 Apr 2011,,,,,,,4 Apr 2011,4,Apr,2011,4,Apr,2011,Masters
Carnegie Mellon,"MPS Program In Applied Statistics, Masters (F11)",Rejected,1 Apr 2011,,,,,,,2 Apr 2011,1,Apr,2011,2,Apr,2011,Masters
Rutgers,"Statistics, Masters (F11)",Accepted,1 Apr 2011,,,,,,,2 Apr 2011,1,Apr,2011,2,Apr,2011,Masters
University Of Virginia,"Statistics, Masters (F11)",Rejected,2 Apr 2011,,,,,,,2 Apr 2011,2,Apr,2011,2,Apr,2011,Masters
University Of Florida,"Statistics, Masters (F11)",Rejected,1 Apr 2011,3.3999999999999999,470.0,800.0,3.0,,I,2 Apr 2011,1,Apr,2011,2,Apr,2011,Masters
Carnegie Mellon,"Statistics, Masters (F11)",Rejected,2 Apr 2011,,,,,,,2 Apr 2011,2,Apr,2011,2,Apr,2011,Masters
Teachers College,"Applied Statistics, Masters (F11)",Accepted,1 Apr 2011,3.8399999999999999,550.0,750.0,4.0,,A,2 Apr 2011,1,Apr,2011,2,Apr,2011,Masters
University Of Florida,"Statistics, Masters (F11)",Rejected,1 Apr 2011,3.5,550.0,800.0,3.0,,I,1 Apr 2011,1,Apr,2011,1,Apr,2011,Masters
Temple University,"Statistics, Masters (F11)",Accepted,1 Apr 2011,,,,,,,1 Apr 2011,1,Apr,2011,1,Apr,2011,Masters
Rice University,"Statistics, Masters (F11)",Rejected,30 Mar 2011,3.6800000000000002,600.0,800.0,4.5,,I,31 Mar 2011,30,Mar,2011,31,Mar,2011,Masters
Purdue University,"Statistics, Masters (F11)",Accepted,31 Mar 2011,3.3999999999999999,470.0,800.0,3.0,,I,31 Mar 2011,31,Mar,2011,31,Mar,2011,Masters
USC,"Statistics, Masters (F11)",Rejected,31 Mar 2011,,,,,,,31 Mar 2011,31,Mar,2011,31,Mar,2011,Masters
Rice University,"Statistics, Masters (F11)",Rejected,31 Mar 2011,,,,,,,31 Mar 2011,31,Mar,2011,31,Mar,2011,Masters
Rice University,"Statistics, Masters (F11)",Rejected,30 Mar 2011,,,,,,,30 Mar 2011,30,Mar,2011,30,Mar,2011,Masters
U Of Pitt,"Statistics, Masters (F11)",Rejected,30 Mar 2011,,,,,,,30 Mar 2011,30,Mar,2011,30,Mar,2011,Masters
