school,program,decision,GPA,GRE,GRE_AW
Johns Hopkins University,Chemistry,Accepted,3.42,161.0,5.0
Ohio State University,Political Science,Accepted,3.77,158.0,5.5
Mercer University,Clinical Medical Psychology,Rejected,4.0,152.0,4.5
University of Rhode Island,Clinical Psychology,Rejected,3.96,156.0,4.5
"University Of Washington, Seattle (UW)",Bioengineering,Rejected,3.74,156.0,4.0
Indian Institute Of Technology Guwahati,Computer Science,Accepted,3.6,158.0,4.0
University Of Virginia,Chemical Engineering,Accepted,3.38,166.0,4.5
The Pennsylvania State University,Communication,Accepted,3.75,157.0,5.5
Ohio State University,English,Accepted,3.5,150.0,4.5
University of California,Physics,Accepted,3.42,800.0,5.0
Cornell University,Materials Science And Engnieering,Accepted,3.87,170.0,5.5
Cornell University,Materials Science And Engineering,Accepted,3.64,170.0,5.5
University Of Arizona,Clinical Psychology,Rejected,3.9,540.0,5.0
Tri-Institutional Cornell/Weill Cornell/Sloan-Kettering,Computational Biology And Medicine,Rejected,3.82,169.0,4.0
Stanford University,Electrical Engineering,Accepted,3.76,164.0,3.5
Washington University in St. Louis (WashU/WUSTL),"Energy, Environmental and Chemical Engineering",Accepted,3.4,170.0,4.5
University Of Washington,Chemical Engineering,Rejected,3.4,170.0,4.5
University Of Wisconsin,Political Science,Accepted,3.9,168.0,5.0
Cornell University,Statistics,Rejected,3.8,159.0,4.0
Ohio State University,History,Accepted,3.7,153.0,5.0
Syracuse University,Education,Rejected,3.76,155.0,5.0
Indiana University,Communication (Rhetoric And Public Culture),Accepted,3.75,157.0,5.5
Carnegie Mellon University,Machine Learning,Accepted,4.0,169.0,5.0
The University Of Alabama In Huntsville,Chemical Engineering,Accepted,3.6,530.0,5.0
SDSU,Biology,Rejected,3.3,152.0,4.5
Boston University,Biostatistics,Rejected,3.5,161.0,4.0
Columbia University,Cellular & Molecular Biomedical Studies (CMB),Rejected,3.69,149.0,4.5
Carnegie Mellon,Machine Learning,Accepted,3.99,164.0,4.5
University Of California Riverside (UCR),Molecular Biology And Biochemistry,Accepted,3.01,164.0,4.0
Columbia University,Electrical And Computer Engineering,Rejected,3.76,168.0,5.0
University of Denver,Communication,Accepted,3.75,157.0,5.5
Baylor,Religion (NT),Wait,3.67,650.0,5.0
Stanford University,Chemistry,Accepted,3.91,168.0,4.0
SDSU/UCSD JDP,Clinical Psychology,Rejected,3.01,160.0,4.0
University Of York,History,Accepted,3.93,740.0,5.0
UNC,Biostatstics,Accepted,3.7,168.0,5.0
University of Chicago,Chemistry (Organic),Rejected,3.7,164.0,4.0
Cornell University,Communication,Rejected,3.4,150.0,4.5
New York University,Chemistry,Accepted,3.6,167.0,4.0
University of Wyoming,Clinical Psychology,Rejected,3.9,156.0,4.5
SUNY Buffalo,Epidemiology,Accepted,3.27,790.0,5.0
Ohio State University,English,Rejected,3.53,153.0,5.0
Vanderbilt,Religious Studies,Rejected,3.86,162.0,5.5
Waynestate,Computer Science,Rejected,2.7,163.0,3.0
University Of Cambridge,Latin American Studies,Rejected,3.58,157.0,5.0
Princeton University,Mathematics,Rejected,3.96,800.0,5.0
University Of Washington,Biostatistics,Rejected,3.65,166.0,4.0
Ohio State University,English,Rejected,3.9,159.0,5.5
Johns Hopkins University,Materials Science,Rejected,3.56,162.0,5.0
University of California (UCLA),Mathematics,Accepted,3.98,170.0,4.0
Duke University,Computer Science,Rejected,3.99,164.0,4.5
Southern Illinois University - Carbondale (SIUC),Anthropology (Archaeology),Accepted,3.98,780.0,5.5
University of Chicago,Chemistry,Rejected,3.27,162.0,4.0
Notre Dame College,Sociology,Rejected,3.55,157.0,4.5
Indiana State University,Clinical Psychology,Rejected,3.61,151.0,4.5
University of Minnesota,Chemistry,Accepted,3.35,157.0,5.0
University of Denver,Clinical Psychology,Rejected,3.61,151.0,4.5
University of Notre Dame,Sociology,Rejected,3.7,157.0,6.0
San Diego State University,Marriage And Family Therapy,Rejected,3.61,151.0,4.5
Cornell Institute Of Public Affairs,Public Administration,Accepted,3.2,148.0,5.0
Ohio State University,Astronomy,Accepted,3.86,169.0,4.0
Clemson University,Economics,Accepted,3.5,162.0,5.5
Emory University,Environmental Health Sciences,Rejected,3.68,720.0,5.5
San Diego State University,Marriage And Family Therapy,Rejected,3.0,153.0,4.0
University of California-Riverside,Philosophy,Accepted,3.7,670.0,4.5
Massachusetts Institute of Technology (MIT),Computer Science,Accepted,3.9,170.0,4.5
University of California,Computer Science,Accepted,4.0,170.0,5.0
"University of California, Irvine",Computer Science,Rejected,3.96,163.0,5.0
Notre Dame College,Medieval Studies,Rejected,3.98,153.0,4.5
University of California (UCSC),Linguistics,Rejected,3.45,153.0,4.5
Cornell University,Statistics,Accepted,4.0,170.0,5.0
Ohio University-Main Campus,I/O Psychology,Rejected,3.59,165.0,4.5
University of Notre Dame,Theology,Rejected,4.0,168.0,5.5
"University Of Washington, Seattle",HCDE,Rejected,3.7,800.0,3.5
University Of Washington - Seattle,Information Science,Rejected,3.69,154.0,4.0
University Of California - Davis,Political Science,Accepted,3.8,162.0,5.5
Princeton University,Pure Math,Rejected,3.9,167.0,4.5
University of Pittsburgh,Social Work,Accepted,3.7,160.0,5.0
University Of Nebraska - Lincoln,Clinical Psychology Law,Rejected,3.85,160.0,4.0
University Of Toronto,Computer Science,Rejected,3.8,168.0,4.5
University of Wisconsin,Comparative Literature,Rejected,3.93,168.0,5.0
Brown University,Computer Science,Rejected,3.77,163.0,3.0
Colorado State University,Computer Science,Rejected,3.43,740.0,3.0
Penn State University,Sociology,Accepted,3.52,158.0,5.0
Duke University,Literature,Rejected,3.77,164.0,6.0
University of Montana,Geosciences,Accepted,3.62,168.0,5.5
Ohio State University,Linguistics,Rejected,4.45,151.0,4.5
University Of Illinois At Urbana-Champaign (UIUC),MCB,Rejected,3.76,170.0,3.5
George Mason University,Industrial/Organizational Psychology,Accepted,3.6,161.0,5.5
Princeton University,Mathematics,Rejected,4.0,170.0,4.5
University of Delaware,Chemical Engineering,Accepted,3.85,169.0,5.0
NC State University,Economics,Accepted,3.6,163.0,4.5
Rutgers State University,Cognitive Psychology,Rejected,3.52,158.0,4.0
Duke University,Statistical Science,Rejected,3.88,168.0,5.0
University of Louisville,Counseling Psychology,Accepted,3.7,750.0,4.5
University of New Haven,I/O Psychology,Accepted,3.4,152.0,5.5
University of Wisconsin,Physics,Accepted,3.83,168.0,4.5
The International Max Planck Research School For Computer Science,Computer Science,Rejected,3.3,165.0,3.0
University of Delaware,Chemical Engineering,Accepted,3.79,170.0,4.0
Vanderbilt,Biomedical Eng,Rejected,3.3,162.0,4.0
NC State University,PhD Economics,Accepted,3.6,160.0,4.5
Michigan Tech,Mechanical Eng,Accepted,3.3,162.0,4.0
University of California,City Planning,Accepted,3.88,710.0,4.5
Duke University,Computational Biology and Bioinformatics,Rejected,3.82,169.0,4.0
University of Delaware,English,Rejected,3.87,159.0,5.0
University Of Illinois At Urbana-Champaign (UIUC),MCB,Rejected,3.8,169.0,3.0
Colorado State University,Chemistry (Organic),Accepted,3.2,154.0,4.0
Ohio State University-Main Campus,Statistics,Accepted,3.56,159.0,5.0
Ohio State University,Economics,Accepted,3.62,169.0,3.5
Princeton University,Civil & Environmental Engineering,Accepted,3.8,169.0,5.5
Cornell University,Chemical Engineering,Accepted,3.21,170.0,4.0
Princeton University,Chemistry,Accepted,3.7,157.0,4.5
Stanford University,Biosciences,Rejected,3.74,158.0,3.5
University of Wisconsin,Physics,Accepted,3.89,168.0,4.5
Duke University,American History,Accepted,3.83,150.0,4.0
University California Berkeley,City and Regional Planning,Rejected,3.7,149.0,3.5
Portland State University (PDX),Social And Community Psychology,Rejected,3.72,700.0,4.0
University Of Illinois Urbana-Champaign,Mathematics,Accepted,3.85,168.0,4.5
University of Pennsylvania,Neuroscience,Accepted,3.65,161.0,4.0
George Mason University,Industrial And Organizational Psychology,Accepted,3.52,800.0,3.0
Ohio State University,Public Administration,Accepted,3.7,168.0,3.0
University of Pennsylvania,Clinical Psychology,Rejected,3.98,740.0,5.0
George Mason University,Industrial/Organizational Psychology,Accepted,3.74,170.0,5.0
Princeton University,Chemistry,Accepted,3.96,162.0,5.0
University of Connecticut,Social Psychology,Accepted,3.74,170.0,5.0
University of Colorado Boulder,Chemical And Biological Engineering,Rejected,3.38,161.0,4.5
University Of Pennsylvania (UPenn),Biochemistry and Molecular Biophysics,Accepted,3.58,163.0,4.5
Boston College,Organization Studies,Rejected,3.85,165.0,4.5
UC Berkeley/UCSF,Bioengineering,Rejected,3.91,168.0,4.0
UC Berkeley/UCSF,Bioengineering,Rejected,3.83,168.0,4.0
Duke University,Cultural Anthropology,Rejected,3.7,163.0,4.0
University of California,Ph.D. In City And Regional Planning,Rejected,3.5,800.0,4.0
UC Berkeley/San Francisco,Bioengineering,Rejected,3.68,166.0,4.0
Vanderbilt University,Biomedical Engineering,Rejected,3.33,156.0,4.0
Ohio State University,English,Accepted,3.2,163.0,4.5
UC Berkeley/UCSF,UC Berkeley - UCSF Joint Program In Bioengineering,Rejected,3.99,164.0,4.5
Harvard University,Chemistry,Accepted,3.89,170.0,5.0
Yale University,Chemistry,Accepted,3.89,170.0,5.0
University of Wisconsin,Chemistry,Accepted,3.99,157.0,4.5
Yale University,Chemistry,Accepted,3.99,157.0,4.5
Boston University,"MPH, Health Policy And Management",Accepted,3.88,165.0,4.0
"University Of Nevada, Las Vegas",Experimental Psychology,Rejected,3.48,161.0,4.0
University of Minnesota,Astrophysics,Accepted,3.6,770.0,4.0
Colorado State University,Environmental Engineering,Rejected,3.2,450.0,3.0
Stanford University,Materials Science And Engineering,Accepted,3.83,169.0,5.5
University of California,Computer Science (EECS),Rejected,4.0,170.0,5.0
Stanford University,Institute For Mathematical And Computer Engineering,Accepted,4.0,170.0,5.0
University of Michigan,Physics,Accepted,4.0,161.0,4.5
University Of Washington,Statistics,Accepted,3.56,170.0,4.5
Duquesne University,School Psychology,Rejected,4.0,152.0,4.5
University Of Washington,Statistics,Accepted,3.84,168.0,4.5
Stanford University,Bioengineering,Rejected,3.9,168.0,5.0
University of Wisconsin,Chemistry,Accepted,3.91,168.0,4.0
Massachusetts Institute of Technology (MIT),Brain And Cognitive Sciences (Computation),Rejected,3.7,170.0,3.5
University Of Toronto,Computer Science,Rejected,3.7,170.0,3.5
University of Notre Dame,Theology,Rejected,3.65,156.0,5.0
University Of Washington,Statistics,Accepted,3.98,800.0,4.0
University of Delaware,Chemistry (Organic),Accepted,3.2,154.0,4.0
University of Maryland Baltimore,MMI,Wait,3.7,162.0,4.5
Penn State University,Astronomy and Astrophysics,Accepted,3.6,640.0,4.5
University of Michigan,Environmental Health Science,Accepted,3.31,163.0,4.5
University Of Washington,Biology,Accepted,3.73,158.0,3.5
University of Wisconsin,Physics,Accepted,4.0,165.0,4.0
University Of Washington,Statistics,Accepted,3.95,580.0,3.0
Howard University,Clinical Psychology,Rejected,3.4,144.0,3.5
University California San Diego,Psychology,Rejected,3.76,158.0,5.0
University of Miami,Clinical Psychology,Rejected,3.59,710.0,4.5
University of California,Computer Science,Rejected,4.0,170.0,5.5
Pennsylvania State University,Astronomy and Astrophysics,Accepted,3.98,170.0,5.5
Ohio State University-Main Campus,Biostatistics,Accepted,3.76,165.0,4.5
Medical University of South Carolina,Biostatistics,Accepted,3.91,770.0,5.0
Boston University,Biostatistics,Rejected,3.55,170.0,4.5
Ohio State University,Geography,Accepted,4.0,168.0,6.0
Massachusetts Institute of Technology (MIT),Chemistry,Accepted,3.76,800.0,3.5
U Mass Boston,Developmental And Brain Sciences,Rejected,3.06,163.0,5.0
Rensselaer Polytechnic Institute (RPI),Civil Engineering (Transportation),Rejected,3.95,166.0,5.0
Oregon State University,Computer Science,Rejected,3.23,150.0,3.0
"University Of California, Berkeley (UCB)",Electrical Engineering (EE/EECS),Rejected,3.7,152.0,2.5
"University Of California, Berkeley (UCB)",Electrical Engineering (EE/EECS),Rejected,3.7,152.0,2.5
Columbia University,Chemistry,Accepted,4.0,800.0,3.0
University of Southern California,Neuroscience,Rejected,3.78,780.0,3.5
Watson School Of Biological Science,Biological Science,Rejected,3.84,99.0,11.0
University of California (UCSB),Chemistry,Accepted,3.99,157.0,4.5
Baylor College of Medicine,Cell And Molecular Biology (Interdepartmental),Rejected,3.77,159.0,5.0
Northwestern University,Chemistry,Rejected,4.0,170.0,4.0
University of Chicago,Chemistry,Accepted,4.0,170.0,4.0
University of California,Neurosciences,Rejected,3.65,160.0,4.5
University Of Utah,Chemistry,Accepted,3.91,163.0,4.5
University Of Washington,Chemistry,Accepted,3.91,163.0,4.5
University of Wisconsin,Chemical Engineering,Accepted,3.36,168.0,3.5
Worcester Polytechnic Institute,Computer Science,Accepted,3.83,165.0,4.5
University of Georgia,Communication Studies,Rejected,3.75,157.0,5.5
University of Missouri,Integrative Anatomy,Accepted,3.9,161.0,4.5
University Of Washington,Chemistry,Accepted,3.65,660.0,3.5
University of California (UCSB),Chemical Engineering,Accepted,3.79,170.0,4.0
Rensselaer Polytechnic Institute,Computer Science,Accepted,3.46,166.0,5.0
University of Wisconsin,Chemistry,Accepted,3.7,157.0,4.5
University of California,Computational Biology,Rejected,3.86,166.0,4.0
Carnegie Mellon University,Chemical Engineering,Accepted,3.71,168.0,3.0
University Of Washington,Chemistry,Accepted,3.44,167.0,5.5
University Of Washington,Chemistry,Accepted,3.35,162.0,4.0
University Of Minnesota,Physics,Accepted,3.6,161.0,4.5
University Of Washington,Chemistry,Accepted,3.99,157.0,4.5
Northwestern University,Chemistry,Rejected,3.99,157.0,4.5
Oregon State University,Civil Engineering,Accepted,3.66,166.0,4.5
Northwestern University,Chemical And Biological Engineering,Accepted,3.93,166.0,5.0
Cornell College,Social Psychology,Rejected,3.61,790.0,5.0
Louisiana State University,Clicnical Psycholgoy,Rejected,3.2,161.0,4.5
Stony Brook University,Molecular Genetics And Microbiology,Rejected,3.77,162.0,4.5
NIH/OxCam,Biomedical Graduate Studies,Rejected,3.77,162.0,4.5
NIH/GPP John Hopkins,Cell And Developmental Biology,Rejected,3.77,162.0,4.5
University of Vermont,Biology,Rejected,3.8,760.0,5.5
Columbia (GSAS),Chemistry,Accepted,4.0,166.0,5.0
University of California (UCSB),Comparative Literature,Accepted,3.7,163.0,5.5
California Institute of Technology,Biology,Rejected,3.01,164.0,4.0
"University of California, Irvine",Cellular And Molecular Biosciences (CMB),Rejected,3.01,164.0,4.0
University of Kentucky,Experimental Psychology (Developmental),Accepted,3.58,162.0,5.0
Northwestern University,Chemical And Biological Engineering,Accepted,3.84,164.0,5.0
University of Connecticut,Higher Education and Student Affairs,Rejected,3.1,147.0,4.5
Thomas Jefferson University,"Genetics, Genomics And Cancer Biology",Rejected,3.44,159.0,4.0
University of Colorado Boulder,Chemical Engineering,Accepted,3.85,800.0,3.0
University of Connecticut,Higher Education & Student Affairs,Rejected,3.0,154.0,5.5
UC Riverside,Chemistry,Accepted,3.7,155.0,4.0
Baylor College of Medicine,Molecular Virology And Microbiology,Rejected,3.8,155.0,5.0
Northwestern University,Chemistry,Rejected,3.72,170.0,5.0
University Of Minnesota,Physics,Accepted,3.76,166.0,4.0
Northwestern University,Chemical And Biological Engineering,Accepted,3.83,167.0,4.0
Massachusetts Institute of Technology (MIT),Computational & Systems Biology (CSB),Rejected,3.86,166.0,4.0
"University Of Washington, Seattle",MCB,Rejected,3.3,780.0,3.5
University Of Washington,Microbiology,Rejected,3.88,162.0,5.0
Massachusetts Institute of Technology (MIT),CSBi,Rejected,3.9,170.0,6.0
University of California,Microbiology,Rejected,3.88,162.0,5.0
University Of Washington - Seattle,Microbiology,Rejected,3.76,151.0,3.5
Massachusetts Institute of Technology (MIT),CSB,Rejected,3.67,159.0,5.0
University of Minnesota,Physics,Accepted,3.63,162.0,4.5
Rice University,Earth Science,Rejected,3.5,162.0,4.0
University of California,Earth Sciences,Accepted,3.5,162.0,4.0
University Of South Carolina,Chemistry,Accepted,3.2,159.0,3.5
CSHL,Watson School Of Biological Sciences,Rejected,3.3,780.0,3.5
OSU Ohio State University,Comparative Literary Studies,Accepted,3.9,155.0,4.5
Vanderbilt University,Biomedical Engineering,Rejected,3.91,168.0,4.0
Northwestern University,DGP,Rejected,3.65,800.0,3.0
California Institute of Technology,Biochemistry and Molecular Biophysics,Rejected,3.94,170.0,4.5
Harvard University,Chemistry and Chemical Biology,Rejected,3.97,170.0,3.0
University of California (UCSF),IPQB,Rejected,3.94,170.0,4.5
Clark University,Clinical Psychology,Rejected,3.38,780.0,3.5
University of North Carolina (UNC),Religious Studies,Accepted,3.8,168.0,4.5
University of California,Computational Biology,Rejected,3.6,168.0,4.0
University Of Arizona,Management Information Systems,Accepted,3.1,800.0,4.0
Ohio State University,Statistics,Accepted,4.0,169.0,4.0
Northwestern University,Chemistry,Rejected,3.7,165.0,3.0
